FID	OBJECTID	ADD_ID_HC	ANUMBER	ANUMBERSUF	ST_PRE_MOD	ST_PRE_DIR	ST_PRE_TYP	ST_NAME	ST_POS_TYP	ST_POS_DIR	ST_POS_MOD	SUB_AD_TYP	SUB_AD_ID	CONCAT_AD	MUNI_NAME	ZIP	ZIP4	LANDMARK_1	LANDMARK_2	FLR_LVL	ADD_TYPE	LONGITUDE	LATITUDE	PID	GlobalID
1127	146017	65842	19	 	 	 	 	1st	Street	South	 	 	B2504	19 1st Street South B2504	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320837	{8A835C6B-0D16-4F60-A120-23E747B089B6}
3068	377433	61784	100	 	 	 	 	3rd	Avenue	South	 	 	2504	100 3rd Avenue South 2504	Minneapolis	55401	 	 	 	0	Centroid	-93.26288402	44.98173159	2302924320837	{CE2F7E47-A49C-4C05-BD82-C12BBB18C369}
470	59724	65881	19	 	 	 	 	1st	Street	South	 	 	B2507	19 1st Street South B2507	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320838	{0BAEEBE0-C07E-4DAE-91BB-B7D598651317}
27	3758	83511	15	 	 	 	 	1st	Street	South	 	 	A1502	15 1st Street South A1502	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320839	{5B13F95F-FE24-4E7A-A0F6-657A3843F88A}
1222	157997	66527	19	 	 	 	 	1st	Street	South	 	#	B2401	19 1st Street South #B2401	Minneapolis	55401	 	 	 	0	Structure	-93.26577219	44.98315624	2302924320840	{BFEEEDC4-736B-40D4-90E4-7BBF78FCAC30}
1937	242041	40537	15	 	 	 	 	1st	Street	South	 	#	A1604	15 1st Street South #A1604	Minneapolis	55401	 	 	 	0	Structure	-93.26655861	44.98310081	2302924320841	{F673B115-F86B-4A23-B130-57C2C057DAFC}
2278	282521	459865	15	 	 	 	 	1st	Street	South	 	#	A1606	15 1st Street South #A1606	Minneapolis	55401	 	 	 	0	Structure	-93.26656649	44.98309518	2302924320842	{47E4F66B-99B9-42A9-9C2C-249A9B68933C}
822	106904	61079	19	 	 	 	 	1st	Street	South	 	 	B1902	19 1st Street South B1902	Minneapolis	55401	 	 	 	0	Structure	-93.26572736	44.98308344	2302924320843	{3B3DD383-F48D-4B24-A1B5-D30E307258B9}
3103	380711	13995	111	 	 	 	 	Washington	Avenue	South	 	 	 	111 Washington Avenue South	Minneapolis	55401	 	 	 	0	Centroid	-93.26684113	44.98047485	2302924330001	{B4C2408B-C63A-4BB2-A851-E2CA166AAE91}
555	71535	177804	245	 	 	 	 	Marquette	Avenue	 	 	 	 	245 Marquette Avenue	Minneapolis	55401	 	 	 	0	Centroid	-93.26684113	44.98047485	2302924330001	{7F88097F-FB32-4772-9963-CFA9D1F98E97}
584	74538	59595	229	 	 	 	 	3rd	Street	South	 	 	 	229 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.265579	44.97897371	2302924330006	{11AB8859-F3B7-4D70-8EAE-E2095C465BD0}
1630	206408	283262	219	 	 	 	 	3rd	Street	South	 	 	 	219 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.265579	44.97897371	2302924330006	{4794D2D7-7B2E-4DF7-AA96-7012B04DC021}
2895	355149	18893	227	 	 	 	 	3rd	Street	South	 	 	 	227 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.265579	44.97897371	2302924330006	{562E7927-D06A-4A19-A271-2DFC6AA3D338}
3185	389960	396616	217	 	 	 	 	3rd	Street	South	 	 	 	217 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.265579	44.97897371	2302924330006	{5F3B07C7-6A09-4A64-940E-66B7322F515E}
3427	420447	296653	221	 	 	 	 	3rd	Street	South	 	 	 	221 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.265579	44.97897371	2302924330006	{6F46A60C-74BE-4B36-B6C3-D9053D5C6242}
3440	422076	12420	225	 	 	 	 	3rd	Street	South	 	 	 	225 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.265579	44.97897371	2302924330006	{9C86EDE3-1856-4308-88EC-9FD0D0637893}
3871	472517	42079	223	 	 	 	 	3rd	Street	South	 	 	 	223 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.265579	44.97897371	2302924330006	{83EB0273-5E05-41E2-B49B-4054D491B5B7}
2803	344339	171272	215	 	 	 	 	3rd	Street	South	 	 	 	215 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.26573632	44.97899871	2302924330008	{A2042E0D-7AE6-4D21-9D00-798E163724C9}
1531	194387	420503	309	 	 	 	 	2nd	Avenue	South	 	 	 	309 2nd Avenue South	Minneapolis	55401	 	 	 	0	Centroid	-93.26606699	44.97914453	2302924330009	{6079FC9F-FA3B-4ABB-9F61-0769E1C0F53C}
1697	215066	115270	317	1/2	 	 	 	2nd	Avenue	South	 	 	 	317 1/2 2nd Avenue South	Minneapolis	55401	 	 	 	0	Centroid	-93.26630292	44.97878799	2302924330010	{1254172E-572D-486C-9DFB-1834DF678ED5}
1704	216196	394391	317	 	 	 	 	2nd	Avenue	South	 	 	 	317 2nd Avenue South	Minneapolis	55401	 	 	 	0	Centroid	-93.26630292	44.97878799	2302924330010	{DC80B58B-682E-4880-9415-98444AB4E977}
370	47047	452442	330	 	 	 	 	2nd	Avenue	South	 	 	 	330 2nd Avenue South	Minneapolis	55401	 	 	 	0	Centroid	-93.26700839	44.97927989	2302924330012	{292C3339-4767-4B3A-927D-AF30BD110E46}
1467	185951	421564	219	 	 	 	 	4th	Street	South	 	 	 	219 4th Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.26642421	44.97797232	2302924330015	{95E62689-FC2B-4F4E-A301-55F86428E1E7}
655	83932	435670	416	 	 	 	 	3rd	Avenue	South	 	 	 	416 3rd Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26620813	44.97786899	2302924330016	{E3BD980D-347D-4541-BA6B-B3A17796D454}
731	94429	293657	308	 	 	 	 	3rd	Street	South	 	 	 	308 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26441453	44.97905273	2302924330025	{71D84800-9C65-40CC-8028-EBCFB53EF1EA}
880	116335	292179	304	 	 	 	 	3rd	Street	South	 	 	 	304 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26441453	44.97905273	2302924330025	{1B102BE8-1814-496F-BAF1-B216E6311EC4}
1886	236327	434728	300	 	 	 	 	3rd	Street	South	 	 	 	300 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26441453	44.97905273	2302924330025	{23F93119-A59D-46ED-BE57-5BE14B102D9C}
2617	322605	429218	306	 	 	 	 	3rd	Street	South	 	 	 	306 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26441453	44.97905273	2302924330025	{85A8268F-1292-4B7B-B052-C71A7B925F34}
3571	437784	284281	302	 	 	 	 	3rd	Street	South	 	 	 	302 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26441453	44.97905273	2302924330025	{110538F3-B9FC-476D-9D10-B174A6582B70}
1515	192734	396424	312	 	 	 	 	3rd	Street	South	 	 	 	312 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26397708	44.97900793	2302924330027	{43B2618B-C3DC-49F6-8354-A5C6F0FFEB10}
109	13936	175119	318	 	 	 	 	3rd	Street	South	 	 	 	318 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364482	44.97900357	2302924330028	{341B6AD6-B2CF-4D21-89AD-884C13C65008}
3358	411210	405360	320	 	 	 	 	3rd	Street	South	 	 	 	320 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26381055	44.97882128	2302924330029	{70534D4F-CC01-4AED-8BCD-087ADD56E8A4}
907	120091	404739	322	 	 	 	 	3rd	Street	South	 	 	 	322 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26370675	44.97878015	2302924330030	{A9760882-835A-475C-90F6-D01C930C7DA3}
155	18878	410419	328	 	 	 	 	3rd	Street	South	 	 	 	328 3rd Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26357375	44.97872469	2302924330031	{D79AE544-5128-4CF1-AB8D-836E0E25AAF1}
202	26956	19870	309	 	 	 	 	Washington	Avenue	South	 	 	 	309 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{7E337CCC-C0E0-4380-B557-05D613262EA1}
294	37549	16040	321	 	 	 	 	Washington	Avenue	South	 	 	 	321 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{E39FBA54-9C6B-49DD-BB83-E466A449E769}
299	38390	12442	317	 	 	 	 	Washington	Avenue	South	 	 	 	317 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{5278FBFB-CF25-4CBC-A326-1AD7148F4EFC}
770	99763	59771	307	 	 	 	 	Washington	Avenue	South	 	 	 	307 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{77AD5801-4D0D-4C3B-BA31-B3E5C34DDFC7}
835	108799	1878	303	 	 	 	 	Washington	Avenue	South	 	 	 	303 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{09A923B9-D3E3-4823-8F6D-BF8D69EAD12B}
1098	142911	17291	329	 	 	 	 	Washington	Avenue	South	 	 	 	329 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{59F8C857-0052-4814-9298-1E2ED6CF25BE}
1340	171103	405098	301	 	 	 	 	Washington	Avenue	South	 	 	 	301 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{B07FB5DC-C695-40E3-8C89-49AB7FE46418}
1397	177566	14056	311	 	 	 	 	Washington	Avenue	South	 	 	 	311 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{D00941CA-C3A7-4478-B0EA-1AC4A8AB0758}
1580	199469	58508	325	 	 	 	 	Washington	Avenue	South	 	 	 	325 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{020E67EF-9261-4C43-B297-95E7D5765B96}
2122	262065	428523	319	 	 	 	 	Washington	Avenue	South	 	 	 	319 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{BD5FC628-12D3-4F9C-9E22-473B7A1EF2C1}
2858	350395	759	305	 	 	 	 	Washington	Avenue	South	 	 	 	305 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{CA9C34C6-A2C9-44EC-9147-57E554161D72}
2990	366415	59679	327	 	 	 	 	Washington	Avenue	South	 	 	 	327 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{7F08B4FA-5166-47B8-9337-FB4C02D84D61}
3547	434708	40964	323	 	 	 	 	Washington	Avenue	South	 	 	 	323 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{3D4D204F-CFF3-4FD1-B90C-FE9A0D637F01}
3869	472251	1182	313	 	 	 	 	Washington	Avenue	South	 	 	 	313 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{24223E74-015B-420D-80FB-F7785B9D932F}
3883	474428	17258	315	 	 	 	 	Washington	Avenue	South	 	 	 	315 Washington Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26364229	44.97941453	2302924330032	{6E955285-4759-404B-BAF3-D2C287B417D0}
3866	472094	404631	310	 	 	 	 	4th	Avenue	South	 	 	 	310 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26404896	44.97826767	2302924330035	{3F99F7C3-67B4-4AF5-86E3-C496D560CFD3}
1303	166566	403083	400	 	 	 	 	4th	Street	South	 	 	 	400 4th Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26363724	44.97753691	2302924330037	{E0FA391F-09B7-4F02-9606-523E275DBC13}
144	17905	360086	309	 	 	 	 	4th	Avenue	South	 	 	 	309 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26340163	44.97799602	2302924330041	{A563491A-BBA5-41AD-9119-D44F0470DDB6}
884	117007	420931	301	 	 	 	 	4th	Avenue	South	 	 	 	301 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26340163	44.97799602	2302924330041	{1F43FBFF-1A9D-4ACA-BFBF-B0228D4A87B6}
1750	221894	320130	315	 	 	 	 	4th	Avenue	South	 	 	 	315 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26340163	44.97799602	2302924330041	{60494637-6C9B-4135-BD93-27E0C0597833}
2717	335499	360069	303	 	 	 	 	4th	Avenue	South	 	 	 	303 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26340163	44.97799602	2302924330041	{A9A8FF65-7AE3-40E4-A19C-1F008D1CFCF1}
2975	363660	333733	305	 	 	 	 	4th	Avenue	South	 	 	 	305 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26340163	44.97799602	2302924330041	{9847B6CA-1AC9-4C3B-A354-14E9028D4973}
3447	423422	294309	307	 	 	 	 	4th	Avenue	South	 	 	 	307 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26340163	44.97799602	2302924330041	{DD0FEF40-D66A-4D12-B1FC-38A1AB70F875}
3529	432358	319797	313	 	 	 	 	4th	Avenue	South	 	 	 	313 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26340163	44.97799602	2302924330041	{64AFA622-0213-4803-BC30-D4F080507210}
3548	434865	292738	311	 	 	 	 	4th	Avenue	South	 	 	 	311 4th Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26340163	44.97799602	2302924330041	{B65A20E3-7497-44EF-88EC-58C7AC21AB91}
593	75664	419404	350	 	 	 	 	5th	Street	South	 	 	 	350 5th Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26568767	44.97737737	2302924330043	{561301E2-7BE0-4FE2-BD69-D5AF9EA7F551}
3006	368188	395161	401	 	 	 	 	3rd	Avenue	South	 	 	 	401 3rd Avenue South	Minneapolis	55415	 	 	 	0	Centroid	-93.26568767	44.97737737	2302924330043	{3F8CF1A4-AA69-4EC1-AE57-FFEA9671A75B}
3931	478844	419049	315	 	 	 	 	4th	Street	South	 	 	 	315 4th Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26568767	44.97737737	2302924330043	{29A5BFAE-27FF-4C79-803D-54FD37AAA598}
1866	234184	426777	315	 	 	 	 	4th	Street	South	 	 	 	315 4th Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26513557	44.9771413	2302924330044	{4A3CF622-8E5A-4896-A4C1-300D1A8731DD}
3605	441740	420844	255	 	 	 	 	2nd	Avenue	South	 	 	 	255 2nd Avenue South	Minneapolis	55401	 	 	 	0	Centroid	-93.26518697	44.97977757	2302924330046	{AB44D83C-CD3E-4332-85C8-DB5A19989ED1}
3140	384464	244818	250	 	 	 	 	4th	Street	South	 	 	 	250 4th Street South	Minneapolis	55415	 	 	 	0	Centroid	-93.26555969	44.97864196	2302924330051	{799E0B38-735C-408F-812C-2FF211D46226}
732	94686	14841	121	 	 	 	 	Washington	Avenue	South	 	 	302	121 Washington Avenue South 302	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330055	{6656C625-6348-4D6E-BADA-1E264C17EA62}
1400	177824	7235	121	 	 	 	 	Washington	Avenue	South	 	 	305	121 Washington Avenue South 305	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330058	{720C4366-37B8-441E-AFE4-86AF6FD34130}
3403	416809	17912	121	 	 	 	 	Washington	Avenue	South	 	 	306	121 Washington Avenue South 306	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330059	{210D1D25-C49C-4EC7-8BCE-78790F75E23C}
1909	239267	234703	121	 	 	 	 	Washington	Avenue	South	 	 	307	121 Washington Avenue South 307	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330060	{6B8FEAF3-46F5-4823-82BA-DF8A9D7E7BB1}
3062	375961	234174	121	 	 	 	 	Washington	Avenue	South	 	 	308	121 Washington Avenue South 308	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330061	{CA9553AD-7F8A-4853-8DA3-29017E872FC4}
1176	152754	166521	121	 	 	 	 	Washington	Avenue	South	 	 	310	121 Washington Avenue South 310	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330063	{4F5D4F1E-3EC3-4BB8-ACBB-3F492C260754}
3773	461823	10241	121	 	 	 	 	Washington	Avenue	South	 	 	311	121 Washington Avenue South 311	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330064	{41CDE01A-DBEB-4360-9B83-FB5BED8EA23A}
937	124103	4621	121	 	 	 	 	Washington	Avenue	South	 	 	314	121 Washington Avenue South 314	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330067	{4280164B-9FCC-41D0-938B-7FC799E7F4F2}
3520	431168	18	121	 	 	 	 	Washington	Avenue	South	 	 	316	121 Washington Avenue South 316	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330068	{0E8A484B-464C-4ACA-A7E8-9DC1B15B3697}
1430	181090	47493	121	 	 	 	 	Washington	Avenue	South	 	 	317	121 Washington Avenue South 317	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330069	{5199F6DA-5677-4C55-8240-43E5D72F667F}
3398	416006	18110	121	 	 	 	 	Washington	Avenue	South	 	 	404	121 Washington Avenue South 404	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330074	{AD008946-A4C2-4953-83EB-4E1842FDE8F7}
3560	436941	25183	121	 	 	 	 	Washington	Avenue	South	 	 	406	121 Washington Avenue South 406	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330076	{801653A1-9044-44D4-8199-BC895DCAD901}
3814	466581	18104	121	 	 	 	 	Washington	Avenue	South	 	 	407	121 Washington Avenue South 407	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330077	{53FE8027-1F9E-4EE7-B2C3-0AB62CBEF9CD}
2735	337657	13459	121	 	 	 	 	Washington	Avenue	South	 	 	409	121 Washington Avenue South 409	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330079	{7E5F0E73-50F0-4CFD-8BEF-97C53F6E62E2}
3938	479430	19339	121	 	 	 	 	Washington	Avenue	South	 	 	411	121 Washington Avenue South 411	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330081	{8F260865-944D-41D3-A923-A0D1CB47641D}
3702	455236	19083	121	 	 	 	 	Washington	Avenue	South	 	 	412	121 Washington Avenue South 412	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330082	{E6338B34-1CCE-4EE6-9898-42AAD269D380}
1610	203384	7425	121	 	 	 	 	Washington	Avenue	South	 	 	413	121 Washington Avenue South 413	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330083	{BEE049D6-934D-4E80-BAB1-3EB5B0BF778A}
2335	290412	18172	121	 	 	 	 	Washington	Avenue	South	 	 	414	121 Washington Avenue South 414	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330084	{C77B7818-579A-4BF4-BF6E-A7982BC5B2D5}
3700	454568	17731	121	 	 	 	 	Washington	Avenue	South	 	 	415	121 Washington Avenue South 415	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330085	{263C43F0-700C-4554-B6F7-AA9303706D54}
694	90020	21195	121	 	 	 	 	Washington	Avenue	South	 	 	416	121 Washington Avenue South 416	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330086	{C2F61110-B7CF-472A-9EC3-04A4A17B9BAC}
2979	364986	21039	121	 	 	 	 	Washington	Avenue	South	 	 	417	121 Washington Avenue South 417	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330087	{4C0A464B-AE17-405D-A664-3D89C30DC49D}
275	35381	6917	121	 	 	 	 	Washington	Avenue	South	 	 	418	121 Washington Avenue South 418	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330088	{091108A5-6EA2-4EC7-A0C0-49C5267000B2}
1889	237286	14868	121	 	 	 	 	Washington	Avenue	South	 	 	501	121 Washington Avenue South 501	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330089	{734AA4B0-1214-450D-9EB6-4F7ECC0C2197}
3153	386084	47585	121	 	 	 	 	Washington	Avenue	South	 	 	502	121 Washington Avenue South 502	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330090	{D74AD421-0036-4D9A-9B83-3957D0D4555C}
1962	244760	235528	121	 	 	 	 	Washington	Avenue	South	 	 	507	121 Washington Avenue South 507	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330095	{1970C606-ADAF-46C8-BB5A-C8A18F3093ED}
58	7169	6975	121	 	 	 	 	Washington	Avenue	South	 	 	508	121 Washington Avenue South 508	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330096	{F836A569-D717-4D03-A8BF-7E5DAC1B4A28}
1780	225541	15918	121	 	 	 	 	Washington	Avenue	South	 	 	509	121 Washington Avenue South 509	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330097	{29C32CA3-5284-43CE-9AC5-57B4F891AE9F}
2766	340735	48575	121	 	 	 	 	Washington	Avenue	South	 	 	510	121 Washington Avenue South 510	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330098	{191C4D9D-BE35-453C-B7B2-8CF6185328E9}
2855	350079	20656	121	 	 	 	 	Washington	Avenue	South	 	 	512	121 Washington Avenue South 512	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330100	{171B3EFB-08CD-4CFC-9807-35E625E8522B}
562	72550	15782	121	 	 	 	 	Washington	Avenue	South	 	 	513	121 Washington Avenue South 513	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330101	{1A6AB4D7-17B7-49FF-A43A-8B39D6F8E460}
3666	449751	13668	121	 	 	 	 	Washington	Avenue	South	 	 	517	121 Washington Avenue South 517	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330105	{4D2582EC-9E0E-4346-8A19-C31DD1EC684B}
1423	179947	175022	121	 	 	 	 	Washington	Avenue	South	 	 	518	121 Washington Avenue South 518	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330106	{BBE0885C-136F-4DCD-ADC5-8AE4D2448901}
3195	390927	14305	121	 	 	 	 	Washington	Avenue	South	 	 	601	121 Washington Avenue South 601	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330107	{138755A9-4801-4A79-960A-95A3C7467084}
1896	237847	17	121	 	 	 	 	Washington	Avenue	South	 	 	603	121 Washington Avenue South 603	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330109	{65A0FAD0-CAF2-4DFC-9DAB-DD00D048134B}
551	70847	21441	121	 	 	 	 	Washington	Avenue	South	 	 	604	121 Washington Avenue South 604	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330110	{7E5E1AF4-F83D-4BFC-B080-35A035344D6C}
1509	191984	12673	121	 	 	 	 	Washington	Avenue	South	 	 	606	121 Washington Avenue South 606	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330112	{373255CA-A89A-43D3-ABFF-CBD93EB9C22A}
2388	296520	16014	121	 	 	 	 	Washington	Avenue	South	 	 	610	121 Washington Avenue South 610	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330116	{61CABA92-6579-4E02-B2D5-8AA7E433F452}
70	8527	14641	121	 	 	 	 	Washington	Avenue	South	 	 	611	121 Washington Avenue South 611	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330117	{47700B54-2508-4AC0-9CA5-1EAE8E041DA6}
2664	329274	8422	121	 	 	 	 	Washington	Avenue	South	 	 	613	121 Washington Avenue South 613	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330119	{2CB2BC55-06E3-4CD5-907A-1ADB670D953E}
1956	244167	3786	121	 	 	 	 	Washington	Avenue	South	 	 	614	121 Washington Avenue South 614	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330120	{E084950D-762F-41C3-A56B-8FD3F7DA0EA6}
2949	361105	16841	121	 	 	 	 	Washington	Avenue	South	 	 	616	121 Washington Avenue South 616	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330122	{F5697B88-010D-4F7C-BEAD-E0FED06BA4D0}
3197	390981	1986	121	 	 	 	 	Washington	Avenue	South	 	 	617	121 Washington Avenue South 617	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330123	{333E15BB-008A-4F80-B3DF-B26293B8A30C}
514	65550	20878	121	 	 	 	 	Washington	Avenue	South	 	 	618	121 Washington Avenue South 618	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330124	{93541693-C935-45D4-BD4A-7A783D14B529}
11	1362	15917	121	 	 	 	 	Washington	Avenue	South	 	 	702	121 Washington Avenue South 702	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330126	{B465CF22-0FCC-49BC-90A0-704896C4FF43}
3366	411978	38219	121	 	 	 	 	Washington	Avenue	South	 	 	703	121 Washington Avenue South 703	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330127	{296D74E1-44ED-4767-8DDF-92CD728C1B7B}
1543	195836	21929	121	 	 	 	 	Washington	Avenue	South	 	 	704	121 Washington Avenue South 704	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330128	{396AD5BF-C7E3-4873-86C3-396FF893BFDB}
2592	319626	25204	121	 	 	 	 	Washington	Avenue	South	 	 	705	121 Washington Avenue South 705	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330129	{A5B4BB70-FE66-4697-B34E-1F48DD23184F}
687	88919	48276	121	 	 	 	 	Washington	Avenue	South	 	 	706	121 Washington Avenue South 706	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330130	{98E435D5-78C6-4B3B-8424-411BAAAF0106}
2727	336426	25279	121	 	 	 	 	Washington	Avenue	South	 	 	707	121 Washington Avenue South 707	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330131	{BB8B4B26-2D3E-4532-BB82-8DAB15E7BB0E}
2730	337162	4624	121	 	 	 	 	Washington	Avenue	South	 	 	708	121 Washington Avenue South 708	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330132	{37E191A6-0929-4027-BF4B-CBEB780B0962}
2660	328919	25280	121	 	 	 	 	Washington	Avenue	South	 	 	710	121 Washington Avenue South 710	Minneapolis	55401	 	 	 	0	Centroid	-93.26627998	44.98025512	2302924330134	{EC53F4D2-AC04-43B8-85AA-327088D2E08A}
